x, y
-0.6479859894921187, 1.1278688524590164
0.2276707530647979, 1.1136612021857923
1.2084063047285465, 1.1420765027322404
-0.9982486865148861, 2.0513661202185793
-0.29772329246935136, 2.0371584699453553
0.40280210157618157, 2.0513661202185793
-0.5078809106830118, 2.974863387978142
0.12259194395796769, 2.960655737704918
0.7880910683012257, 2.960655737704918
-2.784588441330998, 3.884153005464481
-1.8739054290718045, 3.884153005464481
-0.9632224168126093, 3.884153005464481
-1.138353765323993, 4.7934426229508205
-0.01751313485113748, 4.7934426229508205
1.138353765323993, 4.807650273224044
0.05253940455341599, 5.716939890710383
1.1033274956217163, 5.716939890710383
2.1190893169877416, 5.716939890710383
-0.47285464098073504, 6.640437158469946
0.5429071803852885, 6.640437158469946
1.5586690017513138, 6.640437158469946
0.15761821366024442, 7.563934426229508
1.138353765323993, 7.549726775956285
2.1541155866900183, 7.563934426229508
5.2364273204903675, 8.487431693989071
6.5674255691768835, 8.487431693989071
7.933450087565674, 8.473224043715847
-0.9281961471103326, 9.39672131147541
0.3327495621716281, 9.39672131147541
1.663747810858144, 9.39672131147541
-1.4535901926444836, 10.320218579234973
-0.36777583187390483, 10.320218579234973
0.6830122591943955, 10.320218579234973
4.220665499124344, 11.229508196721312
5.516637478108581, 11.243715846994537
6.847635726795097, 11.243715846994537
-1.803852889667251, 12.1672131147541
-0.5429071803852885, 12.153005464480875
0.7180385288966722, 12.153005464480875
-1.8388791593695277, 13.076502732240439
-0.5078809106830118, 13.062295081967214
0.8231173380035024, 13.090710382513661
5.551663747810858, 14
6.392294220665498, 13.985792349726777
7.267950963222418, 14
